country,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR,TUR
subject,B11,B11,B11,B11,B1G,B1G,B1G,B1G,B1GVA,B1GVA,B1GVA,B1GVA,B1GVB_E,B1GVB_E,B1GVB_E,B1GVB_E,B1GVC,B1GVC,B1GVC,B1GVC,B1GVF,B1GVF,B1GVF,B1GVF,B1GVG_I,B1GVG_I,B1GVG_I,B1GVG_I,B1GVG_U,B1GVG_U,B1GVG_U,B1GVG_U,B1GVJ,B1GVJ,B1GVJ,B1GVJ,B1GVK,B1GVK,B1GVK,B1GVK,B1GVL,B1GVL,B1GVL,B1GVL,B1GVM_N,B1GVM_N,B1GVM_N,B1GVM_N,B1GVO_Q,B1GVO_Q,B1GVO_Q,B1GVO_Q,B1GVR_U,B1GVR_U,B1GVR_U,B1GVR_U,B1_GA,B1_GA,B1_GA,B1_GA,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GI,B1_GI,B2G_B3G,B2G_B3G,B2N_B3N,B2N_B3N,D1,D1,D1S1,D1S1,D1VA,D1VA,D1VB_E,D1VB_E,D1VC,D1VC,D1VF,D1VF,D1VG_I,D1VG_I,D1VJ,D1VJ,D1VK,D1VK,D1VL,D1VL,D1VM_N,D1VM_N,D1VO_Q,D1VO_Q,D1VR_U,D1VR_U,D21_D31,D21_D31,D21_D31,D21_D31,D2_D3,D2_D3,K1,K1,P3,P3,P3,P3,P3,P311B,P311B,P312B,P312B,P312N,P313B,P313B,P314B,P314B,P31DC,P31NC,P31NC,P31S14,P31S14,P31S14,P31S14,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15B,P31S14_S15B,P31S15,P31S15,P31S15,P31S15,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3_P5,P3_P5,P5,P5,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51A,P51A,P51N1111,P51N1111,P51N1113,P51N1113,P51N112,P51N112,P52,P52,P52_P53,P52_P53,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,POPNC,POPNC,PPPGDP,RB1_GE,RB1_GE,RB1_GE,RB1_GE
measure,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,HCPCARSA,HVPVOBARSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,LNBQR,LNBQRSA,CQR,CQRSA,CQR,CQRSA,CQR,CQRSA,DNBSA,LNBQR,LNBQRSA,CQR,LNBQR,CQR,LNBQR,CQR,CQR,LNBQR,CQR,LNBQR,CQR,CQR,LNBQR,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,LNBQR,CQR,CQRSA,LNBQR,LNBQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,CQRSA,CQR,CQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CQR,LNBQR,CQR,LNBQR,CQR,LNBQR,CQR,LNBQR,CQR,CQRSA,CQR,CQRSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,LNBQR,LNBQRSA,VIXOBSA,VOBARSA,VPVOBARSA,PER,PERSA,CD,CARSA,CQR,CQRSA,VOBARSA
unit,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,US Dollar,Turkish Lira,Turkish Lira,Index,Index,Percentage,Percentage,US Dollar,US Dollar,Turkish Lira,Turkish Lira,Index,Turkish Lira,US Dollar,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Index,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,US Dollar,Turkish Lira,Turkish Lira,Index,Index,Percentage,Percentage,Turkish Lira,Turkish Lira,Index,Turkish Lira,US Dollar,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,US Dollar,Turkish Lira,Turkish Lira,Index,Index,Percentage,Percentage,Turkish Lira,Turkish Lira,Index,Turkish Lira,US Dollar,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,US Dollar,Turkish Lira,Turkish Lira,Index,Index,Percentage,Percentage,Turkish Lira,Turkish Lira,Index,Turkish Lira,US Dollar,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,US Dollar,Turkish Lira,Turkish Lira,Index,Index,Percentage,Percentage,Turkish Lira,Turkish Lira,Index,Turkish Lira,US Dollar,Turkish Lira,US Dollar,Turkish Lira,Turkish Lira,Index,Index,Percentage,Percentage,Turkish Lira,Turkish Lira,Index,Turkish Lira,US Dollar,Persons,Persons,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira,Turkish Lira
powercode,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Millions,Millions,Thousands,Thousands,Units,Millions,Millions,Millions,Millions
reference_period,,,2009,2009,,,2009,2009,,,2009,2009,,,2009,2009,,,2009,2009,,,2009,2009,,,2009,2009,,,2009,2009,,,2009,2009,,,2009,2009,,,2009,2009,,,2009,2009,,,2009,2009,,,2009,2009,,,2009,2009,,,,,2009,2015,,,,2015,2009,2009,2015,2015,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,2009,,,,,,,2009,2009,2009,,2009,,2009,,,2009,,2009,,,2009,,,2009,2009,,,,,2009,2015,,,2009,2009,2015,2015,2015,,2009,,,2009,2009,,,,,2009,2015,,,2009,2009,2015,2015,2015,,,,,,,,,2009,2015,,,2009,2009,2015,2015,2015,,2009,,2009,,2009,,2009,,,,,,,,,2009,2015,,,2009,2009,2015,2015,2015,,,,,2009,2015,,,2009,2009,2015,2015,2015,,,,,,,2015
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,42267.9,,,,5.028e-05,,,,,,,,182256.1,156785.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,31123.1,,,,,,,,,,145092.9,124816.2,,,,,,,0.0,2671.0,,,,,,,,,,15696.2,13502.7,,,,,0.0,6413.0,,,,,,,,,,19478.3,16756.2,,,,,,,,,,,,,0.0,1629.1,,,,,,,,,,7099.5,6107.4,0.0,1725.1,,,,,,,,,,9319.4,8017.0,,,0.0,0.0,,,4208.5
1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,43166.9,,,,5.2425e-05,,,,,,,,185388.6,159480.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,31374.5,,,,,,,,,,146501.1,126027.6,,,,,,,0.0,3134.5,,,,,,,,,,16849.2,14494.6,,,,,0.0,6443.8,,,,,,,,,,20146.1,17330.7,,,,,,,,,,,,,0.0,1662.2,,,,,,,,,,7221.3,6212.2,0.0,1834.1,,,,,,,,,,9927.9,8540.5,,,0.0,0.0,,,4598.7
1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,46303.7,,,,5.7416e-05,,,,,,,,196649.2,169167.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,34839.0,,,,,,,,,,157931.5,135860.6,,,,,,,0.0,3083.0,,,,,,,,,,17550.2,15097.6,,,,,0.0,6645.0,,,,,,,,,,21503.3,18498.2,,,,,,,,,,,,,0.0,1784.2,,,,,,,,,,7659.5,6589.1,0.0,2192.8,,,,,,,,,,12041.7,10358.9,,,0.0,0.0,,,4046.4
1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,49964.6,,,,6.0651e-05,,,,,,,,215188.3,185115.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,37775.3,,,,,,,,,,173600.2,149339.6,,,,,,,0.0,3301.1,,,,,,,,,,19035.8,16375.5,,,,,0.0,6842.0,,,,,,,,,,22509.5,19363.8,,,,,,,,,,,,,0.0,1925.2,,,,,,,,,,8381.2,7210.0,0.0,2501.9,,,,,,,,,,13925.1,11979.0,,,0.0,0.0,,,5586.6
