,id,name
0,P7,Imports of goods and services
1,B1_GI,Gross domestic product - income approach
2,D21_D31,Taxes less subsidies on products
3,D31S1,Subsidies on products
4,P31S15,Final consumption expenditure of non-profit institutions serving households
5,P5,Gross capital formation
6,P6,Exports of goods and services
7,P51N11131,Transport equipment
8,P51N112,Intellectual property products
9,B1GVA,"Agriculture, forestry and fishing (ISIC Rev.4)"
10,B1GVF,Construction (ISIC Rev.4)
11,B1GVJ,Information and communication (ISIC Rev.4)
12,D11VB_E,"Industry, including energy (ISIC Rev.4)"
13,D11VG_I,"Distrib. trade, repairs; transp.; accommod., food serv. activ. (ISIC Rev.4)"
14,D11VL,Real estate activities (ISIC Rev.4)
15,D11VR_U,Other service activities (ISIC Rev.4)
16,D1VK,Financial and insurance activities (ISIC Rev.4)
17,D1VO_Q,Public admin.; compulsory s.s.; education; human health (ISIC Rev.4)
18,D12VJ,Information and communication (ISIC Rev.4)
19,D12VM_N,"Prof., scientific, techn. Act.; admin., support service act. (ISIC Rev.4)"
20,P51N1113,Machinery and equipment+weapon system
21,DB1_GA,Statistical discrepancy
22,B1_GE,Gross domestic product - expenditure approach
23,D11,"Wages and salaries, total"
24,D2_D3,Taxes less subsidies on production and imports
25,D2S1,Taxes on production and imports
26,P3,Final consumption expenditure
27,P311B,Durable goods
28,P32S13,Collective consumption expenditure of general government
29,P41,add. Actual individual consumption
30,P51A,Gross fixed capital formation by asset
31,P62,Exports of services
32,P72,Imports of services
33,B11,External balance of goods and services
34,P51N1112,Other buildings and structures
35,P51N1114,Cultivated biological resources
36,B1GVC,of which: Manufacturing (ISIC Rev.4)
37,B1GVG_U,Services (ISIC Rev.4)
38,D11VA,"Agriculture, forestry and fishing (ISIC Rev.4)"
39,D11VF,Construction (ISIC Rev.4)
40,D11VK,Financial and insurance activities (ISIC Rev.4)
41,D11VO_Q,Public admin.; compulsory s.s.; education; human health (ISIC Rev.4)
42,D1VJ,Information and communication (ISIC Rev.4)
43,D1VM_N,"Prof., scientif., techn. activ.; admin., support service activ.(ISIC Rev.4)"
