country,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF,OTF
subject,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P51,P51,P51,P51,P51,P51,P6,P6,P6,P6,P6,P6,P7,P7,P7,P7,P7,P7,RB1_GE,RB1_GE
measure,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,VPVOBARSA
unit,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,US Dollar
powercode,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Millions
reference_period,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,1512568.2,15.7,,,19.2,9664661.8,917957.7,16.2,,,18.6,5653592.1,212497.5,9.4,,,26.0,2270185.6,369831.3,19.6,,,17.3,1888080.2,172730.1,28.4,,,4.5,607961.7,175395.4,26.3,,,4.9,667507.3,14947.1,-87650.5
1962,1620247.5,15.9,5.707335,5.707334655,20.3,10216256.4,980119.7,16.4,5.50520056,5.50520056,19.6,5964833.6,233156.5,9.7,6.288566791,6.288566791,27.7,2412947.7,399081.4,19.7,7.279693663,7.279693663,18.6,2025526.7,181033.8,28.2,5.684524221,5.684524221,4.7,642521.5,185302.8,25.8,7.553886189,7.553886189,5.3,717930.0,12158.9,-111643.0
1963,1725932.7,16.1,5.230249,5.230249335,21.3,10750592.1,1045008.8,16.6,5.48794296,5.48794296,20.7,6292180.3,250380.6,9.9,4.735011218,4.735011218,29.0,2527201.1,425938.7,19.8,6.100454227,6.100454227,19.7,2149093.0,192914.8,28.3,6.032921364,6.032921364,5.0,681284.3,200503.1,25.9,7.698872128,7.698872128,5.7,773202.5,12193.0,-125964.0
1964,1864113.6,16.3,6.37193,6.371930414,22.7,11435612.4,1116079.8,16.8,5.669846249,5.669846249,21.9,6648937.3,266342.5,10.2,2.987095249,2.987095249,29.8,2602691.0,469508.7,19.9,9.63161864,9.63161864,21.6,2356085.4,212575.4,28.3,10.070102919,10.070102919,5.5,749890.3,218684.0,25.8,9.544176141,9.544176141,6.2,846998.4,18291.3,-74993.2
1965,1999547.7,16.6,5.342145,5.342145038,23.9,12046519.4,1193301.0,17.0,5.432785811,5.432785811,23.1,7010159.8,288943.2,10.7,3.803739478,3.803739478,31.0,2701690.5,499713.6,20.1,5.632041788,5.632041788,22.8,2488781.1,228620.3,28.2,7.950109182,7.950109182,5.9,809507.4,234111.2,25.6,7.889217249,7.889217249,6.7,913819.9,23080.8,-49799.6
1966,2173217.4,17.1,5.783102,5.783101545,25.3,12743181.8,1288258.1,17.4,5.374332036,5.374332036,24.3,7386909.0,320652.7,11.2,5.995405705,5.995405705,32.8,2863667.8,543269.7,20.5,6.7310574,6.7310574,24.3,2656302.4,250550.3,28.5,8.478893284,8.478893284,6.4,878144.7,255084.2,25.8,8.277962886,8.277962886,7.3,989465.6,25570.7,-52376.6
1967,2322614.9,17.5,3.975944,3.975943725,26.3,13249843.5,1372820.2,17.8,4.122928426,4.122928426,25.3,7691466.0,356007.6,11.7,6.286382189,6.286382189,34.9,3043689.0,576519.4,20.9,3.895458839,3.895458839,25.3,2759777.6,266084.2,28.8,5.187446695,5.187446695,6.8,923698.0,270755.2,25.8,6.189406446,6.189406446,7.7,1050707.6,21938.8,-118079.4
1968,2559679.7,18.2,5.933873,5.933872981,27.9,14036072.4,1503992.9,18.5,5.638566336,5.638566336,26.7,8125154.4,393203.4,12.4,4.20365839,4.20365839,36.4,3171635.2,637979.5,21.5,7.665370733,7.665370733,27.2,2971324.8,305553.7,29.5,11.969797248,11.969797248,7.6,1034262.8,307982.5,26.6,10.204697201,10.204697201,8.5,1157929.1,26932.7,-108375.6
1969,2831007.8,19.1,5.58274,5.582740024,29.4,14819669.9,1647136.4,19.2,5.437074269,5.437074269,28.2,8566925.1,432466.9,13.3,2.683004444,2.683004444,37.3,3256730.4,715947.0,22.5,7.297155809,7.297155809,29.2,3188147.0,350384.3,30.4,11.365642386,11.365642386,8.4,1151813.4,352963.2,27.0,12.738514521,12.738514521,9.6,1305432.1,38036.3,-38513.8
1970,3099273.2,20.1,3.951849,3.951849279,30.6,15405320.9,1790730.5,20.0,4.410386006,4.410386006,29.4,8944759.6,478802.4,14.4,2.221898994,2.221898994,38.2,3329091.6,798439.6,24.0,4.528543095,4.528543095,30.5,3332523.6,401009.6,31.6,10.225836399,10.225836399,9.3,1269595.9,404278.3,27.9,10.912089741,10.912089741,10.7,1447882.0,34569.4,-22767.8
1971,3380225.9,21.2,3.705934,3.705934498,31.7,15976232.0,1959202.3,21.0,4.530209738,4.530209738,30.8,9349975.9,535760.8,15.7,2.815435092,2.815435092,39.2,3422820.0,865694.4,24.9,4.151658516,4.151658516,31.8,3470878.6,438028.4,32.3,6.664590983,6.664590983,9.9,1354209.3,435210.8,28.6,5.158715121,5.158715121,11.2,1522574.2,16750.7,-99077.7
1972,3721871.5,22.1,5.47707,5.477069882,33.4,16851261.4,2156781.5,21.7,6.066040704,6.066040704,32.6,9917149.3,590720.7,16.7,3.081726644,3.081726644,40.4,3528302.0,963076.4,25.9,7.068674189,7.068674189,34.1,3716223.7,479632.6,32.8,7.898546048,7.898546048,10.7,1461172.1,478606.9,28.8,9.314521606,9.314521606,12.3,1664394.7,10267.2,-107191.1
1973,4170530.0,23.3,6.112303,6.112302922,35.5,17881261.5,2394287.3,22.9,5.498075161,5.498075161,34.4,10462401.6,650262.7,18.0,2.542534239,2.542534239,41.5,3618010.3,1104818.2,27.7,7.413843646,7.413843646,36.6,3991738.7,574318.8,35.3,11.292899893,11.292899893,11.9,1626180.8,588246.3,31.7,11.632325602,11.632325602,13.7,1858002.5,35089.2,40932.6
1974,4597529.2,25.4,1.048426,1.048426274,35.9,18068733.4,2663884.6,25.3,0.645588543,0.645588543,34.7,10529945.7,744348.3,20.0,2.97519309,2.97519309,42.7,3725653.1,1193455.6,30.8,-3.054080255,-3.054080255,35.5,3869827.8,737062.2,42.4,6.792241724,6.792241724,12.7,1736635.0,803913.1,42.1,2.854894262,2.854894262,14.1,1911046.5,62691.7,117718.3
1975,5041850.0,27.8,0.460334,0.46033354,36.0,18151909.8,2977493.1,27.5,2.695328555,2.695328555,35.6,10813762.3,864057.6,22.1,5.06928214,5.06928214,44.9,3914516.9,1246633.0,33.6,-4.190746096,-4.190746096,34.0,3707653.1,762560.8,45.0,-2.4627154,-2.4627154,12.4,1693866.6,787623.5,44.2,-6.751546234,-6.751546234,13.1,1782021.3,-21271.0,-195867.9
