country,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG,ARG
subject,B11,B11,B11,B11,B11,B11,B11,B11,B11,B1GA_B,B1GA_B,B1GA_B,B1GA_B,B1GC_E,B1GC_E,B1GC_E,B1GC_E,B1GD,B1GD,B1GD,B1GD,B1GF,B1GF,B1GF,B1GF,B1GG_I,B1GG_I,B1GG_I,B1GG_I,B1GG_P,B1GG_P,B1GG_P,B1GG_P,B1GI3,B1GI3,B1GI3,B1GI3,B1GJ_K,B1GJ_K,B1GJ_K,B1GJ_K,B1GL_P,B1GL_P,B1GL_P,B1GL_P,B1_GAI3,B1_GAI3,B1_GAI3,B1_GAI3,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,D21_D31I3,D21_D31I3,D21_D31I3,D21_D31I3,DB1_GE,DB1_GE,DB1_GE,DB1_GE,P3,P3,P3,P3,P3,P3,P3,P3,P3,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P5,P5,P5,P5,P5,P5,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51,P51A,P51A,P51A,P51A,P51A,P51A,P51N1111,P51N1111,P51N1111,P51N1111,P51N1113,P51N1113,P51N1113,P51N1113,P51N11131,P51N11131,P51N11131,P51N11131,P51N112,P51N112,P51N112,P51N112,P52,P52,P52,P52,P52_P53,P52_P53,P52_P53,P52_P53,P52_P53,P52_P53,P53,P53,P53,P53,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P6,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,P7,PPPGDP,RB1_GE,RB1_GE,RB1_GE,RB1_GE,RB1_GE
measure,CAR,CARSA,CQR,CQRSA,DNBSA,VNBAR,VNBARSA,VNBQR,VNBQRSA,CAR,CQR,VNBAR,VNBQR,CAR,CQR,VNBAR,VNBQR,CAR,CQR,VNBAR,VNBQR,CAR,CQR,VNBAR,VNBQR,CAR,CQR,VNBAR,VNBQR,CAR,CQR,VNBAR,VNBQR,CAR,CQR,VNBAR,VNBQR,CAR,CQR,VNBAR,VNBQR,CAR,CQR,VNBAR,VNBQR,CAR,CQR,VNBAR,VNBQR,CAR,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,VIXOBSA,VNBAR,VNBARSA,VNBQR,VNBQRSA,VOBARSA,VPVOBARSA,CAR,CQR,VNBAR,VNBQR,CAR,CQR,VNBAR,VNBQR,CAR,CARSA,CQR,CQRSA,DNBSA,VNBAR,VNBARSA,VNBQR,VNBQRSA,CAR,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,VIXOBSA,VNBAR,VNBARSA,VNBQR,VNBQRSA,VOBARSA,VPVOBARSA,CAR,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,VIXOBSA,VNBAR,VNBARSA,VNBQR,VNBQRSA,VOBARSA,VPVOBARSA,CAR,CARSA,CQR,CQRSA,VNBAR,VNBQR,CAR,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,VIXOBSA,VNBAR,VNBARSA,VNBQR,VNBQRSA,VOBARSA,VPVOBARSA,CAR,CQR,VNBAR,VNBARSA,VNBQR,VNBQRSA,CAR,CQR,VNBAR,VNBQR,CAR,CQR,VNBAR,VNBQR,CAR,CQR,VNBAR,VNBQR,CAR,CQR,VNBAR,VNBQR,CAR,CQR,VNBAR,VNBQR,CAR,CARSA,CQR,CQRSA,VNBAR,VNBQR,CAR,CQR,VNBAR,VNBQR,CAR,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,VIXOBSA,VNBAR,VNBARSA,VNBQR,VNBQRSA,VOBARSA,VPVOBARSA,CAR,CARSA,CPCARSA,CQR,CQRSA,DNBSA,DOBSA,GPSA,GYSA,VIXOBSA,VNBAR,VNBARSA,VNBQR,VNBQRSA,VOBARSA,VPVOBARSA,CD,CAR,CQR,VNBAR,VNBQR,VOBARSA
unit,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Index,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,US Dollar,Argentine Peso,Argentine Peso,Index,Index,Percentage,Percentage,Index,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,US Dollar,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Index,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,US Dollar,Argentine Peso,Argentine Peso,Index,Index,Percentage,Percentage,Index,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,US Dollar,Argentine Peso,Argentine Peso,US Dollar,Argentine Peso,Argentine Peso,Index,Index,Percentage,Percentage,Index,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,US Dollar,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,US Dollar,Argentine Peso,Argentine Peso,Index,Index,Percentage,Percentage,Index,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,US Dollar,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,US Dollar,Argentine Peso,Argentine Peso,Index,Index,Percentage,Percentage,Index,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,US Dollar,Argentine Peso,Argentine Peso,US Dollar,Argentine Peso,Argentine Peso,Index,Index,Percentage,Percentage,Index,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,US Dollar,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso,Argentine Peso
powercode,Millions,Millions,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Millions,Units,Units,Units,Units,Units,Millions,Millions,Millions,Millions,Millions,Millions,Units,Millions,Millions,Millions,Millions,Millions
reference_period,,,,,2004,2004,2004,2004,2004,,,2004,2004,,,2004,2004,,,2004,2004,,,2004,2004,,,2004,2004,,,2004,2004,,,2004,2004,,,2004,2004,,,2004,2004,,,2004,2004,,,,,,2004,2015,,,2015,2004,2004,2004,2004,2015,2015,,,2004,2004,,,2004,2004,,,,,2004,2004,2004,2004,2004,,,,,,2004,2015,,,2015,2004,2004,2004,2004,2015,2015,,,,,,2004,2015,,,2015,2004,2004,2004,2004,2015,2015,,,,,2004,2004,,,,,,2004,2015,,,2015,2004,2004,2004,2004,2015,2015,,,2004,2004,2004,2004,,,2004,2004,,,2004,2004,,,2004,2004,,,2004,2004,,,2004,2004,,,,,2004,2004,,,2004,2004,,,,,,2004,2015,,,2015,2004,2004,2004,2004,2015,2015,,,,,,2004,2015,,,2015,2004,2004,2004,2004,2015,2015,,,,2004,2004,2015
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245999.7,336100.8,,,,,,,55.1,,,,,3281327.7,477871.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73192,,,,,
1993-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253025.3,347621.3,,,,,2.852959296,,56.7,,,,,3374942.6,491505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72788,,,,,
1993-Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261026.6,356805.8,,,,,2.010235835,,57.8,,,,,3442786.9,501385.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73156,,,,,
1993-Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265158.8,361673.7,,,,,0.8054548,,58.3,,,,,3470517.0,505423.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73314,,,,,
1994-Q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271354.3,368643.1,,,,,1.421339214,7.268922348,59.1,,,,,3519844.8,512607.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73609,,,,,
1994-Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276692.2,377936.1,,,,,2.06825957,6.450531759,60.3,,,,,3592644.3,523209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73211,,,,,
