,id,name
0,B1_GA,Gross domestic product at market prices - output approach
1,B1_GE,Gross domestic product - expenditure approach
2,B1_GI,Gross domestic product - income approach
3,B1_GS1,Gross domestic product
4,B1G,"Gross value added at basic prices, total activity"
5,B2G_B3G,Gross operating surplus and mixed income
6,B2N_B3N,Net operating surplus and mixed income
7,B5_GS1,Gross national income at market prices
8,B5_NS1,Net national income at market prices
9,B6NS1,Net national disposable income
10,B8NS1,Net saving
11,B9S1,Net lending/net borrowing
12,D1,"Compensation of employees, total"
13,D1_D4NFRS2,Net primary incomes from the rest of the world
14,D11,"Wages and salaries, total"
15,D1S1,Compensation of employees
16,D2_D3,Taxes less subsidies on production and imports
17,D21_D31,Taxes less subsidies on products
18,D21S1,Taxes on products
19,D2S1,Taxes on production and imports
20,D31S1,Subsidies on products
21,D3S1,Subsidies on production and imports
22,D5_D7NFRS2,Net current transfers from the rest of the world
23,D8S1,Adjustment for the change in pension entitlements
24,D9FRS2,Capital transfers receivable from the rest of the world
25,D9NFRS2,Net capital transfers from the rest of the world
26,D9TOS2,Capital transfers payable to the rest of the world
27,EEM,"Employees, total"
28,EEMNC,Employees
29,ESE,"Self-employed, total"
30,ESENC,Self-employed
31,ETO,"Employment, total"
32,ETONC,Total employment
33,K1,Consumption of fixed capital
34,K1MS1,Consumption of fixed capital
35,K1S1,Consumption of fixed capital
36,K2S1,Acquisitions less disposals of non-financial non-produced assets
37,P3,Final consumption expenditure
38,P31S14,Final consumption expenditure of households
39,P31S14_S15,Private final consumption expenditure
40,P31S15,Final consumption expenditure of non-profit institutions serving households
41,P3S1,Final consumption expenditure
42,P3S13,General government final consumption expenditure
43,P5,Gross capital formation
44,P51,Gross fixed capital formation
45,P51S,GFCF by institutional sector
46,P51S13,General government
47,P51S1LESSS13,Non-government
48,P52,Changes in inventories
49,P52_P53,Changes in inventories and acquisitions less disposals of valuables
50,P53,Acquisitions less disposals of valuables
51,P5S1,Gross capital formation
52,P6,Exports of goods and services
53,P7,Imports of goods and services
54,POPNC,Total population
55,RB1_GA,Residual item
56,RB1_GE,Residual item
57,RB1_GI,Residual item
58,RB1_GS1,Residual item
59,RB9S1,Residual item
60,D1_D4FRS2,Primary incomes receivable from the rest of the world
61,D1_D4TOS2,Primary incomes payable to the rest of the world
62,D5_D7FRS2,Current transfers receivable from the rest of the world
63,D5_D7TOS2,Current transfers payable to the rest of the world
64,B11,External balance of goods and services
65,B1GVA,"Agriculture, forestry and fishing (ISIC Rev.4)"
66,B1GVB_E,"Industry, including energy (ISIC Rev.4)"
67,B1GVF,Construction (ISIC Rev.4)
68,B1GVG_I,"Distrib. trade, repairs; transp.; accommod., food serv. activ. (ISIC Rev.4)"
69,B1GVG_U,Services (ISIC Rev.4)
70,B1GVJ,Information and communication (ISIC Rev.4)
71,B1GVK,Financial and insurance activities (ISIC Rev.4)
72,B1GVL,Real estate activities (ISIC Rev.4)
73,B1GVM_N,"Prof., scientif., techn. activ.; admin., support service activ.(ISIC Rev.4)"
74,B1GVO_Q,Public admin.; compulsory s.s.; education; human health (ISIC Rev.4)
75,B1GVR_U,Other service activities (ISIC Rev.4)
76,D11VA,"Agriculture, forestry and fishing (ISIC Rev.4)"
77,D11VB_E,"Industry, including energy (ISIC Rev.4)"
78,D11VC,of which: Manufacturing (ISIC Rev.4)
79,D11VF,Construction (ISIC Rev.4)
