country,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7,G-7
subject,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,B1_GE,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P31S14_S15,P3S13,P3S13,P3S13,P3S13,P3S13,P3S13,P51,P51,P51,P51,P51,P51,P6,P6,P6,P6,P6,P6,P7,P7,P7,P7,P7,P7,POPNC,RB1_GE,RB1_GE
measure,CPCARSA,DOBSA,GPSA,GYSA,HCPCARSA,HVPVOBARSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,CPCARSA,DOBSA,GPSA,GYSA,VIXOBSA,VPVOBARSA,PERSA,CPCARSA,VPVOBARSA
unit,US Dollar,Index,Percentage,Percentage,US Dollar,US Dollar,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,US Dollar,Index,Percentage,Percentage,Index,US Dollar,Persons,US Dollar,US Dollar
powercode,Millions,Units,Units,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Millions,Units,Units,Units,Units,Millions,Thousands,Millions,Millions
reference_period,,2015,,,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,2015,,,2015,2015,,,2015
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1961,1194490.3,15.6,,,,,20.9,7643081.7,710068.9,16.0,,,19.5,4438508.9,179495.8,9.4,,,30.0,1902345.1,294991.6,19.8,,,19.6,1492360.3,114680.3,28.4,,,5.2,404476.1,112691.7,24.2,,,5.8,465262.1,,7945.4,-129346.7
1962,1279873.7,15.8,5.767495,5.767494597,,,22.1,8083896.0,757214.7,16.2,5.326001187,5.326001187,20.5,4674904.0,197079.0,9.7,6.323744306,6.323744306,31.9,2022644.5,318843.1,19.8,7.672300325,7.672300325,21.1,1606858.7,119280.0,28.1,5.086492255,5.086492255,5.5,425049.8,118300.2,23.8,6.854864473,6.854864473,6.2,497155.1,,5757.1,-148405.7
1963,1358979.6,16.0,4.8776,4.877600247,,,23.1,8478196.2,805363.8,16.4,5.087916601,5.087916601,21.6,4912759.2,210938.5,10.0,4.268916154,4.268916154,33.2,2108989.5,339169.4,19.9,5.903180343,5.903180343,22.3,1701714.5,126635.6,28.2,5.687508036,5.687508036,5.8,449224.5,128004.6,24.1,6.936116587,6.936116587,6.6,531638.4,,4876.9,-162853.1
1964,1467230.1,16.3,6.269173,6.269172731,,,24.6,9009708.9,861548.2,16.6,5.772075153,5.772075153,22.8,5196327.3,223436.4,10.3,2.663528469,2.663528469,34.1,2165163.0,371914.2,20.1,8.996325403,8.996325403,24.3,1854806.2,139991.8,28.3,9.965115248,9.965115248,6.4,493990.2,138641.4,24.1,8.129416322,8.129416322,7.1,574857.5,,8980.8,-125720.4
